Config,Accuracy
batch64_lr_max_0.0005_min_1e-06_dp0.1,0.9834
batch64_lr_max_0.0005_min_1e-05_dp0.05,0.9831
batch64_lr_max_0.001_min_1e-05_dp0.05,0.9820
batch64_lr_max_0.001_min_1e-06_dp0.0,0.9816
batch64_lr_max_0.0005_min_1e-06_dp0.05,0.9815
batch64_lr_max_0.0005_min_1e-05_dp0.1,0.9813
batch64_lr_max_0.001_min_1e-06_dp0.05,0.9812
batch64_lr_max_0.001_min_1e-05_dp0.1,0.9809
batch64_lr_max_0.001_min_1e-06_dp0.1,0.9809
batch64_lr_max_0.001_min_1e-05_dp0.0,0.9808
batch64_lr_max_0.0005_min_1e-05_dp0.0,0.9804
batch64_lr_max_0.0005_min_1e-06_dp0.0,0.9799
