Config,Accuracy
batch64_lr_max_0.001_min_1e-05_dp0.1,0.9823
batch64_lr_max_0.0005_min_1e-05_dp0.1,0.9817
batch64_lr_max_0.001_min_1e-06_dp0.0,0.9816
batch64_lr_max_0.001_min_1e-05_dp0.05,0.9813
batch64_lr_max_0.001_min_1e-06_dp0.1,0.9813
batch64_lr_max_0.0005_min_1e-05_dp0.05,0.9811
batch64_lr_max_0.0005_min_1e-06_dp0.1,0.9811
batch64_lr_max_0.001_min_1e-06_dp0.05,0.9806
batch64_lr_max_0.001_min_1e-05_dp0.0,0.9803
batch64_lr_max_0.0005_min_1e-06_dp0.0,0.9800
batch64_lr_max_0.0005_min_1e-05_dp0.0,0.9795
batch64_lr_max_0.0005_min_1e-06_dp0.05,0.9780
