Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0005,0.000001,0.1000,0.8479
100,64,0.0010,0.000001,0.0500,0.8477
100,64,0.0010,0.000001,0.1000,0.8475
100,64,0.0010,0.000010,0.1000,0.8461
100,64,0.0010,0.000010,0.0500,0.8451
100,64,0.0010,0.000010,0.0000,0.8445
100,64,0.0005,0.000001,0.0000,0.8445
100,64,0.0010,0.000001,0.0000,0.8442
100,64,0.0005,0.000001,0.0500,0.8432
100,64,0.0005,0.000010,0.0000,0.8426
100,64,0.0005,0.000010,0.1000,0.8415
100,64,0.0005,0.000010,0.0500,0.8412
