Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000001,0.1000,0.8435
100,64,0.0005,0.000001,0.1000,0.8421
100,64,0.0010,0.000001,0.0500,0.8418
100,64,0.0010,0.000010,0.1000,0.8417
100,64,0.0010,0.000010,0.0500,0.8409
100,64,0.0005,0.000001,0.0000,0.8405
100,64,0.0005,0.000010,0.0500,0.8400
100,64,0.0005,0.000010,0.1000,0.8392
100,64,0.0005,0.000001,0.0500,0.8392
100,64,0.0010,0.000001,0.0000,0.8391
100,64,0.0005,0.000010,0.0000,0.8375
100,64,0.0010,0.000010,0.0000,0.8347
