Config,Accuracy
batch64_lr0.01_0.002_0.001_dp0.0,0.9926
batch256_lr0.005_0.002_0.001_dp0.0,0.9923
batch256_lr0.01_0.01_0.01_dp0.0,0.9922
batch64_lr0.005_0.002_0.001_dp0.0,0.9918
batch128_lr0.01_0.005_0.001_dp0.0,0.9918
batch128_lr0.01_0.005_0.002_dp0.0,0.9917
batch128_lr0.001_0.001_0.001_dp0.0,0.9917
batch256_lr0.01_0.005_0.001_dp0.0,0.9917
batch128_lr0.005_0.002_0.001_dp0.0,0.9916
batch256_lr0.01_0.005_0.001_dp0.2,0.9916
batch256_lr0.01_0.005_0.002_dp0.0,0.9915
batch256_lr0.01_0.002_0.001_dp0.0,0.9915
batch128_lr0.001_0.001_0.001_dp0.2,0.9914
batch256_lr0.005_0.005_0.005_dp0.0,0.9914
batch64_lr0.01_0.005_0.001_dp0.2,0.9913
batch256_lr0.01_0.005_0.002_dp0.2,0.9912
batch64_lr0.01_0.005_0.001_dp0.0,0.9911
batch128_lr0.01_0.005_0.001_dp0.2,0.9911
batch256_lr0.001_0.001_0.001_dp0.0,0.9911
batch64_lr0.01_0.005_0.002_dp0.0,0.9910
batch128_lr0.01_0.002_0.001_dp0.0,0.9910
batch128_lr0.005_0.005_0.005_dp0.0,0.9910
batch64_lr0.001_0.001_0.001_dp0.0,0.9908
batch128_lr0.002_0.002_0.002_dp0.2,0.9907
batch256_lr0.001_0.001_0.001_dp0.2,0.9907
batch64_lr0.01_0.005_0.002_dp0.2,0.9905
batch64_lr0.002_0.002_0.002_dp0.0,0.9905
batch64_lr0.005_0.005_0.005_dp0.0,0.9902
batch128_lr0.01_0.005_0.002_dp0.2,0.9902
batch128_lr0.01_0.002_0.001_dp0.2,0.9902
batch64_lr0.01_0.002_0.001_dp0.2,0.9901
batch128_lr0.005_0.002_0.001_dp0.2,0.9901
batch256_lr0.01_0.002_0.001_dp0.2,0.9901
batch128_lr0.002_0.002_0.002_dp0.0,0.9900
batch64_lr0.01_0.01_0.01_dp0.0,0.9898
batch64_lr0.005_0.002_0.001_dp0.2,0.9898
batch256_lr0.01_0.01_0.01_dp0.2,0.9898
batch128_lr0.005_0.005_0.005_dp0.2,0.9896
batch64_lr0.001_0.001_0.001_dp0.2,0.9895
batch256_lr0.005_0.005_0.005_dp0.2,0.9894
batch256_lr0.002_0.002_0.002_dp0.2,0.9894
batch64_lr0.002_0.002_0.002_dp0.2,0.9893
batch128_lr0.01_0.005_0.001_dp0.5,0.9892
batch128_lr0.01_0.01_0.01_dp0.0,0.9890
batch256_lr0.005_0.002_0.001_dp0.2,0.9887
batch128_lr0.01_0.01_0.01_dp0.2,0.9875
batch64_lr0.005_0.005_0.005_dp0.2,0.9870
batch256_lr0.002_0.002_0.002_dp0.0,0.9867
batch256_lr0.001_0.001_0.001_dp0.5,0.9864
batch256_lr0.01_0.01_0.01_dp0.5,0.9859
batch256_lr0.002_0.002_0.002_dp0.5,0.9859
batch128_lr0.005_0.002_0.001_dp0.5,0.9858
batch128_lr0.01_0.002_0.001_dp0.5,0.9855
batch256_lr0.01_0.005_0.002_dp0.5,0.9854
batch256_lr0.005_0.002_0.001_dp0.5,0.9851
batch64_lr0.01_0.01_0.01_dp0.2,0.9848
batch256_lr0.01_0.002_0.001_dp0.5,0.9848
batch128_lr0.01_0.005_0.002_dp0.5,0.9837
batch256_lr0.005_0.005_0.005_dp0.5,0.9823
batch128_lr0.005_0.005_0.005_dp0.5,0.9817
batch128_lr0.001_0.001_0.001_dp0.5,0.9817
batch256_lr0.01_0.005_0.001_dp0.5,0.9809
batch128_lr0.002_0.002_0.002_dp0.5,0.9806
batch128_lr0.01_0.01_0.01_dp0.5,0.9798
batch64_lr0.005_0.005_0.005_dp0.5,0.9617
batch64_lr0.01_0.005_0.001_dp0.5,0.9613
batch64_lr0.005_0.002_0.001_dp0.5,0.9609
batch64_lr0.001_0.001_0.001_dp0.5,0.9599
batch64_lr0.002_0.002_0.002_dp0.5,0.9597
batch64_lr0.01_0.002_0.001_dp0.5,0.9549
batch64_lr0.01_0.005_0.002_dp0.5,0.9106
batch64_lr0.01_0.01_0.01_dp0.5,0.8860
