Config,Accuracy
batch64_lr0.01_0.005_0.002_dp0.0,0.9918
batch64_lr0.01_0.002_0.001_dp0.0,0.9918
batch64_lr0.01_0.005_0.001_dp0.0,0.9908
batch128_lr0.01_0.002_0.001_dp0.0,0.9899
batch128_lr0.01_0.005_0.001_dp0.0,0.9898
batch128_lr0.005_0.002_0.001_dp0.0,0.9898
batch128_lr0.01_0.005_0.002_dp0.0,0.9897
batch256_lr0.01_0.005_0.001_dp0.0,0.9897
batch256_lr0.01_0.01_0.01_dp0.0,0.9895
batch64_lr0.005_0.005_0.005_dp0.0,0.9894
batch256_lr0.01_0.002_0.001_dp0.0,0.9893
batch256_lr0.01_0.005_0.002_dp0.0,0.9891
batch256_lr0.001_0.001_0.001_dp0.0,0.9891
batch128_lr0.005_0.005_0.005_dp0.0,0.9890
batch256_lr0.005_0.005_0.005_dp0.0,0.9890
batch64_lr0.005_0.002_0.001_dp0.0,0.9888
batch128_lr0.002_0.002_0.002_dp0.0,0.9888
batch64_lr0.01_0.01_0.01_dp0.0,0.9887
batch256_lr0.002_0.002_0.002_dp0.0,0.9881
batch64_lr0.002_0.002_0.002_dp0.0,0.9876
batch256_lr0.005_0.002_0.001_dp0.0,0.9874
batch64_lr0.001_0.001_0.001_dp0.0,0.9871
batch128_lr0.001_0.001_0.001_dp0.0,0.9870
batch128_lr0.01_0.01_0.01_dp0.0,0.9868
batch64_lr0.01_0.005_0.002_dp0.2,0.9823
batch64_lr0.01_0.002_0.001_dp0.2,0.9809
batch64_lr0.01_0.01_0.01_dp0.2,0.9797
batch128_lr0.01_0.005_0.001_dp0.2,0.9785
batch64_lr0.005_0.005_0.005_dp0.2,0.9783
batch64_lr0.01_0.005_0.001_dp0.2,0.9774
batch128_lr0.01_0.002_0.001_dp0.2,0.9770
batch128_lr0.01_0.005_0.002_dp0.2,0.9765
batch128_lr0.01_0.01_0.01_dp0.2,0.9764
batch256_lr0.01_0.005_0.002_dp0.2,0.9751
batch128_lr0.005_0.002_0.001_dp0.2,0.9732
batch256_lr0.01_0.005_0.001_dp0.2,0.9722
batch256_lr0.01_0.01_0.01_dp0.2,0.9713
batch256_lr0.01_0.002_0.001_dp0.2,0.9703
batch64_lr0.005_0.002_0.001_dp0.2,0.9667
batch128_lr0.005_0.005_0.005_dp0.2,0.9645
batch256_lr0.005_0.005_0.005_dp0.2,0.9551
batch64_lr0.002_0.002_0.002_dp0.2,0.9522
batch256_lr0.005_0.002_0.001_dp0.2,0.9502
batch128_lr0.002_0.002_0.002_dp0.2,0.9442
batch256_lr0.002_0.002_0.002_dp0.2,0.9137
batch64_lr0.001_0.001_0.001_dp0.2,0.9135
batch128_lr0.001_0.001_0.001_dp0.2,0.9127
batch128_lr0.01_0.005_0.002_dp0.5,0.9085
batch128_lr0.01_0.005_0.001_dp0.5,0.8874
batch128_lr0.01_0.01_0.01_dp0.5,0.8753
batch128_lr0.01_0.002_0.001_dp0.5,0.8676
batch256_lr0.001_0.001_0.001_dp0.2,0.8475
batch64_lr0.01_0.002_0.001_dp0.5,0.8360
batch64_lr0.01_0.01_0.01_dp0.5,0.8295
batch256_lr0.01_0.005_0.002_dp0.5,0.8267
batch64_lr0.01_0.005_0.001_dp0.5,0.8047
batch256_lr0.01_0.002_0.001_dp0.5,0.8040
batch256_lr0.01_0.01_0.01_dp0.5,0.7855
batch256_lr0.01_0.005_0.001_dp0.5,0.7729
batch128_lr0.005_0.005_0.005_dp0.5,0.7716
batch128_lr0.005_0.002_0.001_dp0.5,0.7670
batch64_lr0.01_0.005_0.002_dp0.5,0.7557
batch256_lr0.005_0.002_0.001_dp0.5,0.7188
batch64_lr0.005_0.005_0.005_dp0.5,0.7184
batch128_lr0.002_0.002_0.002_dp0.5,0.6999
batch256_lr0.005_0.005_0.005_dp0.5,0.6874
batch64_lr0.002_0.002_0.002_dp0.5,0.6812
batch64_lr0.001_0.001_0.001_dp0.5,0.6323
batch64_lr0.005_0.002_0.001_dp0.5,0.6314
batch256_lr0.002_0.002_0.002_dp0.5,0.6301
batch128_lr0.001_0.001_0.001_dp0.5,0.5771
batch256_lr0.001_0.001_0.001_dp0.5,0.5339
