Config,Accuracy
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5753
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5711
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5702
batch512_lr_max_0.001_min_1e-05_dp0.05,0.5687
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5645
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5641
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5633
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5579
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5546
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5517
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5498
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5498
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5498
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5497
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5472
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5375
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.5295
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5258
batch512_lr_max_0.001_min_1e-05_dp0.1,0.5236
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5233
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5201
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5164
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5101
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5030
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5017
batch128_lr_max_0.001_min_1e-05_dp0.1,0.4896
batch512_lr_max_0.01_min_1e-05_dp0.0,0.3792
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.3751
batch512_lr_max_0.01_min_1e-05_dp0.05,0.1981
batch256_lr_max_0.01_min_1e-05_dp0.05,0.1579
batch512_lr_max_0.01_min_1e-05_dp0.1,0.1360
batch256_lr_max_0.01_min_1e-05_dp0.1,0.1176
batch128_lr_max_0.01_min_1e-05_dp0.0,0.1100
batch128_lr_max_0.01_min_1e-05_dp0.05,0.0907
batch128_lr_max_0.01_min_1e-05_dp0.1,0.0842
batch256_lr_max_0.01_min_1e-05_dp0.0,0.0041
