Config,Accuracy
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5368
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5364
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5322
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5298
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5286
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5284
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5276
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5263
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5247
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5241
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5210
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5206
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5172
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5159
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5134
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5125
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5121
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5105
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5090
batch512_lr_max_0.001_min_1e-05_dp0.1,0.5043
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5041
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5023
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.4965
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.4961
batch512_lr_max_0.001_min_1e-05_dp0.05,0.4382
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.4199
batch128_lr_max_0.001_min_1e-05_dp0.1,0.1556
batch512_lr_max_0.01_min_1e-05_dp0.0,0.0916
batch128_lr_max_0.01_min_1e-05_dp0.05,0.0264
batch256_lr_max_0.01_min_1e-05_dp0.0,0.0171
batch512_lr_max_0.01_min_1e-05_dp0.1,0.0153
batch512_lr_max_0.01_min_1e-05_dp0.05,0.0101
batch128_lr_max_0.01_min_1e-05_dp0.1,0.0100
batch256_lr_max_0.01_min_1e-05_dp0.1,0.0100
batch256_lr_max_0.01_min_1e-05_dp0.05,0.0097
batch128_lr_max_0.01_min_1e-05_dp0.0,0.0093
