Config,Accuracy
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5731
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5722
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5713
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5683
batch512_lr_max_0.001_min_1e-05_dp0.05,0.5674
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5672
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5657
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5653
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5645
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5636
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5626
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5614
batch512_lr_max_0.001_min_1e-05_dp0.1,0.5587
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5584
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.5548
batch128_lr_max_0.001_min_1e-05_dp0.1,0.5535
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5532
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5521
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5509
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.5486
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5483
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5438
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5325
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5310
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5256
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5225
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5193
batch512_lr_max_0.01_min_1e-05_dp0.1,0.1344
batch256_lr_max_0.01_min_1e-05_dp0.1,0.0723
batch512_lr_max_0.01_min_1e-05_dp0.05,0.0675
batch128_lr_max_0.01_min_1e-05_dp0.1,0.0105
batch128_lr_max_0.01_min_1e-05_dp0.05,0.0102
batch256_lr_max_0.01_min_1e-05_dp0.0,0.0099
batch256_lr_max_0.01_min_1e-05_dp0.05,0.0083
batch128_lr_max_0.01_min_1e-05_dp0.0,0.0077
batch512_lr_max_0.01_min_1e-05_dp0.0,0.0044
