Config,Accuracy
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.5759
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5759
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5748
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5747
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5727
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5726
batch512_lr_max_0.001_min_1e-05_dp0.1,0.5726
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5717
batch128_lr_max_0.01_min_1e-05_dp0.05,0.5709
batch512_lr_max_0.001_min_1e-05_dp0.05,0.5709
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5705
batch128_lr_max_0.001_min_1e-05_dp0.1,0.5704
batch256_lr_max_0.01_min_1e-05_dp0.05,0.5701
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5699
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5688
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5680
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5665
batch256_lr_max_0.01_min_1e-05_dp0.1,0.5658
batch128_lr_max_0.01_min_1e-05_dp0.1,0.5657
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5611
batch512_lr_max_0.01_min_1e-05_dp0.1,0.5593
batch512_lr_max_0.01_min_1e-05_dp0.05,0.5583
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5579
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5576
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5556
batch256_lr_max_0.01_min_1e-05_dp0.0,0.5534
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5506
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.5504
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5465
batch128_lr_max_0.01_min_1e-05_dp0.0,0.5432
batch512_lr_max_0.01_min_1e-05_dp0.0,0.5427
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5420
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5408
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5361
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5353
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5312
