Config,Accuracy
batch512_lr_max_0.01_min_1e-05_dp0.1,0.5848
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5789
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5767
batch128_lr_max_0.01_min_1e-05_dp0.1,0.5764
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.5754
batch256_lr_max_0.01_min_1e-05_dp0.1,0.5754
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5731
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5730
batch512_lr_max_0.001_min_1e-05_dp0.1,0.5720
batch256_lr_max_0.01_min_1e-05_dp0.05,0.5718
batch128_lr_max_0.01_min_1e-05_dp0.05,0.5712
batch128_lr_max_0.001_min_1e-05_dp0.1,0.5709
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5709
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5705
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5705
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5703
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5702
batch512_lr_max_0.01_min_1e-05_dp0.05,0.5700
batch512_lr_max_0.001_min_1e-05_dp0.05,0.5681
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5665
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5649
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5614
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5607
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5599
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5549
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5539
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.5488
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5304
batch512_lr_max_0.01_min_1e-05_dp0.0,0.5268
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5260
batch256_lr_max_0.01_min_1e-05_dp0.0,0.5254
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5235
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5217
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5180
batch128_lr_max_0.01_min_1e-05_dp0.0,0.5170
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5162
