Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.05,0.4175
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.3507
batch128_lr_max_0.001_min_1e-05_dp0.1,0.3158
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.2889
batch256_lr_max_0.001_min_1e-05_dp0.0,0.1385
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.0195
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.0167
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.0158
batch512_lr_max_0.001_min_1e-05_dp0.0,0.0153
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.0152
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.0139
batch128_lr_max_0.001_min_1e-05_dp0.0,0.0135
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.0133
batch256_lr_max_0.001_min_1e-05_dp0.05,0.0126
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.0126
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.0124
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.0123
batch512_lr_max_0.001_min_1e-05_dp0.1,0.0122
batch256_lr_max_0.001_min_1e-05_dp0.1,0.0121
batch128_lr_max_0.01_min_1e-05_dp0.1,0.0118
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.0118
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.0116
batch256_lr_max_0.01_min_1e-05_dp0.1,0.0114
batch512_lr_max_0.001_min_1e-05_dp0.05,0.0114
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.0113
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.0111
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.0105
batch512_lr_max_0.01_min_1e-05_dp0.05,0.0104
batch512_lr_max_0.01_min_1e-05_dp0.0,0.0103
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.0102
batch256_lr_max_0.01_min_1e-05_dp0.05,0.0101
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.0101
batch128_lr_max_0.01_min_1e-05_dp0.05,0.0100
batch256_lr_max_0.01_min_1e-05_dp0.0,0.0100
batch512_lr_max_0.01_min_1e-05_dp0.1,0.0100
batch128_lr_max_0.01_min_1e-05_dp0.0,0.0098
