Config,Accuracy
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.5640
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5637
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5607
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5546
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.5541
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5539
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.5535
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.5509
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.5467
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.5456
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.5450
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.5426
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.5378
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.5378
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.5331
batch512_lr_max_0.001_min_1e-05_dp0.05,0.5266
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.5246
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.5184
batch512_lr_max_0.001_min_1e-05_dp0.0,0.5158
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.5150
batch128_lr_max_0.001_min_1e-05_dp0.05,0.5105
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5072
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5043
batch128_lr_max_0.001_min_1e-05_dp0.1,0.4506
batch256_lr_max_0.001_min_1e-05_dp0.1,0.4408
batch256_lr_max_0.001_min_1e-05_dp0.0,0.3538
batch512_lr_max_0.001_min_1e-05_dp0.1,0.3334
batch256_lr_max_0.01_min_1e-05_dp0.0,0.2451
batch512_lr_max_0.01_min_1e-05_dp0.1,0.2417
batch512_lr_max_0.01_min_1e-05_dp0.05,0.1419
batch256_lr_max_0.01_min_1e-05_dp0.05,0.1259
batch256_lr_max_0.01_min_1e-05_dp0.1,0.1232
batch128_lr_max_0.01_min_1e-05_dp0.0,0.1042
batch128_lr_max_0.01_min_1e-05_dp0.1,0.0865
batch128_lr_max_0.01_min_1e-05_dp0.05,0.0132
batch512_lr_max_0.01_min_1e-05_dp0.0,0.0110
