Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000010,0.1000,0.9492
100,128,0.0010,0.000001,0.1000,0.9492
100,128,0.0005,0.000010,0.1000,0.9472
100,128,0.0010,0.000010,0.0500,0.9462
100,128,0.0005,0.000001,0.1000,0.9458
100,128,0.0010,0.000001,0.0500,0.9454
100,128,0.0010,0.000001,0.0000,0.9427
100,128,0.0010,0.000010,0.0000,0.9426
100,128,0.0005,0.000010,0.0500,0.9426
100,128,0.0005,0.000001,0.0500,0.9424
100,128,0.0005,0.000001,0.0000,0.9377
100,128,0.0005,0.000010,0.0000,0.9376
