Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000001,0.1000,0.9430
100,128,0.0005,0.000010,0.1000,0.9415
100,128,0.0010,0.000001,0.0500,0.9406
100,128,0.0010,0.000001,0.1000,0.9395
100,128,0.0010,0.000010,0.1000,0.9388
100,128,0.0010,0.000010,0.0500,0.9362
100,128,0.0005,0.000010,0.0500,0.9357
100,128,0.0005,0.000001,0.0500,0.9350
100,128,0.0010,0.000001,0.0000,0.9279
100,128,0.0010,0.000010,0.0000,0.9269
100,128,0.0005,0.000001,0.0000,0.9179
100,128,0.0005,0.000010,0.0000,0.9148
