Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000010,0.1000,0.7166
100,128,0.0010,0.000010,0.0500,0.7158
100,128,0.0010,0.000001,0.1000,0.7151
100,128,0.0005,0.000010,0.1000,0.7150
100,128,0.0005,0.000001,0.1000,0.7129
100,128,0.0010,0.000001,0.0500,0.7122
100,128,0.0005,0.000010,0.0500,0.7091
100,128,0.0010,0.000001,0.0000,0.7077
100,128,0.0005,0.000001,0.0500,0.7076
100,128,0.0010,0.000010,0.0000,0.7067
100,128,0.0005,0.000010,0.0000,0.6999
100,128,0.0005,0.000001,0.0000,0.6999
