Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000010,0.1000,0.7167
100,128,0.0005,0.000001,0.1000,0.7133
100,128,0.0010,0.000010,0.0500,0.7119
100,128,0.0005,0.000001,0.0500,0.7095
100,128,0.0005,0.000010,0.0500,0.7051
100,128,0.0005,0.000010,0.0000,0.6988
100,128,0.0005,0.000001,0.0000,0.6946
100,128,0.0010,0.000010,0.0000,0.6838
100,128,0.0010,0.000001,0.0500,0.6782
100,128,0.0010,0.000001,0.1000,0.1961
100,128,0.0010,0.000010,0.1000,0.1959
100,128,0.0010,0.000001,0.0000,0.1956
