Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.1000,0.9545
100,128,0.0010,0.000010,0.1000,0.9541
100,128,0.0005,0.000010,0.1000,0.9529
100,128,0.0005,0.000010,0.0500,0.9517
100,128,0.0010,0.000010,0.0500,0.9514
100,128,0.0005,0.000001,0.1000,0.9512
100,128,0.0010,0.000001,0.0500,0.9508
100,128,0.0005,0.000010,0.0000,0.9506
100,128,0.0010,0.000010,0.0000,0.9502
100,128,0.0005,0.000001,0.0500,0.9501
100,128,0.0010,0.000001,0.0000,0.9499
100,128,0.0005,0.000001,0.0000,0.9496
