Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.1000,0.9422
100,128,0.0005,0.000010,0.1000,0.9380
100,128,0.0010,0.000010,0.1000,0.9375
100,128,0.0005,0.000001,0.1000,0.9367
100,128,0.0010,0.000010,0.0500,0.9358
100,128,0.0010,0.000001,0.0500,0.9353
100,128,0.0005,0.000001,0.0500,0.9335
100,128,0.0010,0.000001,0.0000,0.9312
100,128,0.0005,0.000010,0.0500,0.9290
100,128,0.0010,0.000010,0.0000,0.9211
100,128,0.0005,0.000010,0.0000,0.9172
100,128,0.0005,0.000001,0.0000,0.9116
