Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000001,0.1000,0.9474
100,128,0.0005,0.000010,0.1000,0.9470
100,128,0.0010,0.000010,0.0500,0.9468
100,128,0.0010,0.000010,0.1000,0.9446
100,128,0.0010,0.000001,0.0500,0.9441
100,128,0.0010,0.000001,0.1000,0.9441
100,128,0.0005,0.000010,0.0500,0.9435
100,128,0.0005,0.000001,0.0000,0.9427
100,128,0.0010,0.000010,0.0000,0.9417
100,128,0.0005,0.000001,0.0500,0.9403
100,128,0.0010,0.000001,0.0000,0.9399
100,128,0.0005,0.000010,0.0000,0.9392
