Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
150,128,0.0005,0.000001,0.1000,0.7224
150,128,0.0010,0.000010,0.1000,0.7217
150,128,0.0005,0.000010,0.0500,0.7091
150,128,0.0005,0.000001,0.0500,0.7082
150,128,0.0010,0.000001,0.0000,0.7000
150,128,0.0005,0.000010,0.0000,0.6948
150,128,0.0010,0.000010,0.0000,0.6925
150,128,0.0005,0.000001,0.0000,0.6914
150,128,0.0001,0.000010,0.0000,0.6200
150,128,0.0001,0.000001,0.0000,0.5385
150,128,0.0001,0.000010,0.0500,0.4571
150,128,0.0001,0.000001,0.0500,0.4308
150,128,0.0001,0.000010,0.1000,0.3777
150,128,0.0001,0.000001,0.1000,0.2617
150,128,0.0010,0.000010,0.0500,0.1961
150,128,0.0010,0.000001,0.0500,0.1960
150,128,0.0010,0.000001,0.1000,0.1959
150,128,0.0005,0.000010,0.1000,0.1958
