Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000010,0.1000,0.7212
100,128,0.0010,0.000001,0.1000,0.7208
100,128,0.0010,0.000010,0.1000,0.7191
100,128,0.0010,0.000001,0.0500,0.7124
100,128,0.0005,0.000010,0.0500,0.7111
100,128,0.0005,0.000001,0.0000,0.7026
100,128,0.0010,0.000001,0.0000,0.6976
100,128,0.0005,0.000010,0.0000,0.6958
100,128,0.0010,0.000010,0.0000,0.6918
100,128,0.0005,0.000001,0.1000,0.6804
100,128,0.0005,0.000001,0.0500,0.5669
100,128,0.0010,0.000010,0.0500,0.1960
