Config,Accuracy
batch64_lr0.01_0.005_0.001_dp0.5,0.9845
batch128_lr0.01_0.002_0.001_dp0.5,0.9842
batch128_lr0.01_0.005_0.001_dp0.5,0.9839
batch64_lr0.01_0.005_0.002_dp0.5,0.9838
batch128_lr0.01_0.005_0.002_dp0.5,0.9836
batch64_lr0.01_0.002_0.001_dp0.5,0.9834
batch64_lr0.01_0.002_0.001_dp0.2,0.9832
batch64_lr0.005_0.002_0.001_dp0.2,0.9832
batch128_lr0.01_0.002_0.001_dp0.0,0.9831
batch64_lr0.01_0.01_0.01_dp0.5,0.9830
batch128_lr0.005_0.002_0.001_dp0.2,0.9830
batch64_lr0.01_0.005_0.001_dp0.0,0.9829
batch64_lr0.01_0.005_0.001_dp0.2,0.9828
batch64_lr0.005_0.002_0.001_dp0.5,0.9827
batch256_lr0.01_0.005_0.002_dp0.5,0.9826
batch128_lr0.01_0.01_0.01_dp0.5,0.9825
batch256_lr0.01_0.005_0.001_dp0.5,0.9825
batch64_lr0.005_0.002_0.001_dp0.0,0.9824
batch64_lr0.001_0.001_0.001_dp0.2,0.9824
batch64_lr0.01_0.005_0.002_dp0.2,0.9823
batch64_lr0.005_0.005_0.005_dp0.2,0.9823
batch128_lr0.01_0.002_0.001_dp0.2,0.9823
batch128_lr0.01_0.005_0.001_dp0.0,0.9821
batch128_lr0.01_0.005_0.002_dp0.0,0.9820
batch64_lr0.01_0.002_0.001_dp0.0,0.9819
batch256_lr0.01_0.002_0.001_dp0.5,0.9819
batch256_lr0.005_0.002_0.001_dp0.0,0.9818
batch64_lr0.002_0.002_0.002_dp0.5,0.9817
batch128_lr0.005_0.002_0.001_dp0.0,0.9816
batch64_lr0.005_0.005_0.005_dp0.5,0.9815
batch256_lr0.01_0.002_0.001_dp0.2,0.9814
batch128_lr0.005_0.002_0.001_dp0.5,0.9813
batch128_lr0.002_0.002_0.002_dp0.2,0.9812
batch256_lr0.01_0.005_0.001_dp0.2,0.9812
batch64_lr0.002_0.002_0.002_dp0.0,0.9811
batch256_lr0.01_0.005_0.002_dp0.2,0.9811
batch64_lr0.01_0.01_0.01_dp0.0,0.9810
batch128_lr0.01_0.005_0.001_dp0.2,0.9810
batch128_lr0.005_0.005_0.005_dp0.2,0.9810
batch64_lr0.002_0.002_0.002_dp0.2,0.9808
batch128_lr0.001_0.001_0.001_dp0.2,0.9808
batch256_lr0.01_0.002_0.001_dp0.0,0.9808
batch64_lr0.01_0.005_0.002_dp0.0,0.9807
batch256_lr0.005_0.002_0.001_dp0.5,0.9807
batch128_lr0.01_0.01_0.01_dp0.2,0.9806
batch256_lr0.01_0.005_0.001_dp0.0,0.9806
batch128_lr0.01_0.005_0.002_dp0.2,0.9805
batch256_lr0.005_0.002_0.001_dp0.2,0.9805
batch256_lr0.005_0.005_0.005_dp0.5,0.9804
batch256_lr0.01_0.005_0.002_dp0.0,0.9802
batch256_lr0.01_0.01_0.01_dp0.5,0.9801
batch256_lr0.002_0.002_0.002_dp0.2,0.9801
batch256_lr0.005_0.005_0.005_dp0.2,0.9800
batch64_lr0.01_0.01_0.01_dp0.2,0.9799
batch256_lr0.01_0.01_0.01_dp0.2,0.9799
batch64_lr0.001_0.001_0.001_dp0.5,0.9795
batch128_lr0.005_0.005_0.005_dp0.5,0.9795
batch256_lr0.001_0.001_0.001_dp0.0,0.9792
batch128_lr0.002_0.002_0.002_dp0.0,0.9790
batch256_lr0.002_0.002_0.002_dp0.0,0.9786
batch128_lr0.002_0.002_0.002_dp0.5,0.9782
batch256_lr0.001_0.001_0.001_dp0.2,0.9781
batch128_lr0.005_0.005_0.005_dp0.0,0.9773
batch128_lr0.001_0.001_0.001_dp0.0,0.9771
batch256_lr0.002_0.002_0.002_dp0.5,0.9768
batch64_lr0.005_0.005_0.005_dp0.0,0.9764
batch128_lr0.001_0.001_0.001_dp0.5,0.9764
batch256_lr0.001_0.001_0.001_dp0.5,0.9757
batch256_lr0.005_0.005_0.005_dp0.0,0.9753
batch64_lr0.001_0.001_0.001_dp0.0,0.9647
batch256_lr0.01_0.01_0.01_dp0.0,0.9642
batch128_lr0.01_0.01_0.01_dp0.0,0.9396
