Config,Accuracy
batch64_lr_max_0.001_min_1e-06_dp0.05,0.9766
batch64_lr_max_0.001_min_1e-06_dp0.1,0.9743
batch64_lr_max_0.001_min_1e-05_dp0.0,0.9738
batch64_lr_max_0.001_min_1e-05_dp0.05,0.9735
batch64_lr_max_0.001_min_1e-05_dp0.1,0.9734
batch64_lr_max_0.0005_min_1e-06_dp0.1,0.9734
batch64_lr_max_0.001_min_1e-06_dp0.0,0.9732
batch64_lr_max_0.0005_min_1e-06_dp0.05,0.9719
batch64_lr_max_0.0005_min_1e-05_dp0.05,0.9715
batch64_lr_max_0.0005_min_1e-06_dp0.0,0.9712
batch64_lr_max_0.0005_min_1e-05_dp0.1,0.9710
batch64_lr_max_0.0005_min_1e-05_dp0.0,0.9709
