Config,Accuracy
batch128_lr0.005_0.002_0.001_dp0.5,0.9856
batch256_lr0.01_0.002_0.001_dp0.2,0.9851
batch128_lr0.01_0.002_0.001_dp0.2,0.9850
batch128_lr0.005_0.002_0.001_dp0.2,0.9850
batch256_lr0.01_0.005_0.001_dp0.5,0.9849
batch256_lr0.01_0.002_0.001_dp0.5,0.9847
batch64_lr0.01_0.005_0.002_dp0.5,0.9846
batch64_lr0.005_0.002_0.001_dp0.5,0.9846
batch128_lr0.002_0.002_0.002_dp0.5,0.9845
batch256_lr0.01_0.005_0.002_dp0.5,0.9845
batch64_lr0.01_0.005_0.001_dp0.2,0.9844
batch256_lr0.005_0.002_0.001_dp0.5,0.9844
batch64_lr0.005_0.002_0.001_dp0.2,0.9841
batch256_lr0.01_0.005_0.002_dp0.2,0.9840
batch64_lr0.01_0.002_0.001_dp0.5,0.9838
batch128_lr0.01_0.002_0.001_dp0.0,0.9838
batch64_lr0.01_0.005_0.001_dp0.5,0.9837
batch128_lr0.01_0.005_0.002_dp0.2,0.9837
batch128_lr0.01_0.005_0.002_dp0.5,0.9836
batch128_lr0.01_0.002_0.001_dp0.5,0.9835
batch64_lr0.002_0.002_0.002_dp0.5,0.9834
batch256_lr0.005_0.002_0.001_dp0.2,0.9834
batch64_lr0.01_0.005_0.002_dp0.2,0.9833
batch128_lr0.002_0.002_0.002_dp0.2,0.9833
batch256_lr0.01_0.005_0.001_dp0.2,0.9833
batch128_lr0.01_0.005_0.001_dp0.5,0.9832
batch128_lr0.001_0.001_0.001_dp0.5,0.9832
batch256_lr0.002_0.002_0.002_dp0.5,0.9832
batch64_lr0.01_0.002_0.001_dp0.2,0.9830
batch64_lr0.005_0.005_0.005_dp0.5,0.9830
batch64_lr0.005_0.002_0.001_dp0.0,0.9830
batch128_lr0.01_0.005_0.002_dp0.0,0.9830
batch128_lr0.01_0.005_0.001_dp0.0,0.9830
batch256_lr0.005_0.005_0.005_dp0.5,0.9830
batch64_lr0.002_0.002_0.002_dp0.0,0.9828
batch128_lr0.01_0.005_0.001_dp0.2,0.9827
batch128_lr0.005_0.005_0.005_dp0.5,0.9827
batch64_lr0.002_0.002_0.002_dp0.2,0.9826
batch64_lr0.001_0.001_0.001_dp0.5,0.9826
batch256_lr0.001_0.001_0.001_dp0.5,0.9825
batch64_lr0.01_0.005_0.001_dp0.0,0.9823
batch128_lr0.005_0.002_0.001_dp0.0,0.9822
batch256_lr0.01_0.005_0.001_dp0.0,0.9821
batch64_lr0.001_0.001_0.001_dp0.0,0.9820
batch128_lr0.005_0.005_0.005_dp0.2,0.9820
batch64_lr0.01_0.005_0.002_dp0.0,0.9819
batch256_lr0.01_0.01_0.01_dp0.5,0.9819
batch256_lr0.01_0.002_0.001_dp0.0,0.9819
batch256_lr0.001_0.001_0.001_dp0.0,0.9819
batch64_lr0.005_0.005_0.005_dp0.0,0.9818
batch256_lr0.002_0.002_0.002_dp0.0,0.9816
batch64_lr0.01_0.002_0.001_dp0.0,0.9815
batch256_lr0.005_0.005_0.005_dp0.2,0.9815
batch128_lr0.001_0.001_0.001_dp0.2,0.9814
batch256_lr0.005_0.002_0.001_dp0.0,0.9814
batch64_lr0.001_0.001_0.001_dp0.2,0.9812
batch128_lr0.001_0.001_0.001_dp0.0,0.9811
batch256_lr0.001_0.001_0.001_dp0.2,0.9810
batch256_lr0.002_0.002_0.002_dp0.2,0.9809
batch256_lr0.01_0.005_0.002_dp0.0,0.9807
batch64_lr0.005_0.005_0.005_dp0.2,0.9806
batch128_lr0.01_0.01_0.01_dp0.2,0.9802
batch128_lr0.01_0.01_0.01_dp0.5,0.9800
batch128_lr0.002_0.002_0.002_dp0.0,0.9800
batch64_lr0.01_0.01_0.01_dp0.0,0.9799
batch256_lr0.01_0.01_0.01_dp0.2,0.9799
batch256_lr0.005_0.005_0.005_dp0.0,0.9794
batch256_lr0.01_0.01_0.01_dp0.0,0.9792
batch64_lr0.01_0.01_0.01_dp0.5,0.9787
batch64_lr0.01_0.01_0.01_dp0.2,0.9783
batch128_lr0.005_0.005_0.005_dp0.0,0.9782
batch128_lr0.01_0.01_0.01_dp0.0,0.9780
