Config,Accuracy
batch128_lr0.01_0.005_0.002_dp0.5,0.9885
batch128_lr0.01_0.002_0.001_dp0.5,0.9883
batch64_lr0.01_0.005_0.002_dp0.5,0.9882
batch64_lr0.01_0.002_0.001_dp0.5,0.9882
batch256_lr0.01_0.005_0.001_dp0.5,0.9882
batch256_lr0.01_0.002_0.001_dp0.5,0.9881
batch128_lr0.01_0.005_0.001_dp0.5,0.9879
batch64_lr0.01_0.005_0.002_dp0.0,0.9878
batch64_lr0.01_0.005_0.001_dp0.2,0.9878
batch64_lr0.01_0.005_0.001_dp0.5,0.9878
batch64_lr0.01_0.005_0.001_dp0.0,0.9877
batch256_lr0.01_0.005_0.001_dp0.2,0.9876
batch256_lr0.01_0.002_0.001_dp0.2,0.9875
batch64_lr0.005_0.002_0.001_dp0.5,0.9874
batch128_lr0.005_0.002_0.001_dp0.5,0.9872
batch64_lr0.005_0.002_0.001_dp0.2,0.9871
batch128_lr0.01_0.002_0.001_dp0.2,0.9871
batch128_lr0.01_0.005_0.001_dp0.2,0.9870
batch128_lr0.01_0.002_0.001_dp0.0,0.9870
batch256_lr0.01_0.005_0.002_dp0.2,0.9870
batch256_lr0.01_0.002_0.001_dp0.0,0.9869
batch64_lr0.01_0.005_0.002_dp0.2,0.9867
batch64_lr0.005_0.005_0.005_dp0.2,0.9867
batch128_lr0.01_0.01_0.01_dp0.5,0.9867
batch256_lr0.01_0.005_0.002_dp0.5,0.9867
batch256_lr0.005_0.002_0.001_dp0.5,0.9867
batch128_lr0.005_0.002_0.001_dp0.2,0.9866
batch256_lr0.002_0.002_0.002_dp0.5,0.9864
batch64_lr0.005_0.002_0.001_dp0.0,0.9863
batch256_lr0.005_0.002_0.001_dp0.2,0.9863
batch128_lr0.005_0.005_0.005_dp0.5,0.9862
batch256_lr0.005_0.002_0.001_dp0.0,0.9861
batch64_lr0.002_0.002_0.002_dp0.5,0.9860
batch64_lr0.01_0.002_0.001_dp0.2,0.9859
batch64_lr0.001_0.001_0.001_dp0.2,0.9859
batch64_lr0.002_0.002_0.002_dp0.2,0.9858
batch64_lr0.001_0.001_0.001_dp0.5,0.9858
batch256_lr0.01_0.01_0.01_dp0.5,0.9858
batch256_lr0.002_0.002_0.002_dp0.0,0.9858
batch128_lr0.01_0.005_0.001_dp0.0,0.9857
batch256_lr0.01_0.005_0.001_dp0.0,0.9857
batch64_lr0.01_0.002_0.001_dp0.0,0.9856
batch128_lr0.01_0.01_0.01_dp0.2,0.9856
batch128_lr0.01_0.005_0.002_dp0.2,0.9856
batch128_lr0.002_0.002_0.002_dp0.5,0.9855
batch128_lr0.005_0.002_0.001_dp0.0,0.9854
batch64_lr0.01_0.01_0.01_dp0.5,0.9852
batch256_lr0.005_0.005_0.005_dp0.5,0.9852
batch64_lr0.005_0.005_0.005_dp0.5,0.9851
batch256_lr0.001_0.001_0.001_dp0.0,0.9851
batch256_lr0.001_0.001_0.001_dp0.2,0.9851
batch64_lr0.005_0.005_0.005_dp0.0,0.9850
batch128_lr0.002_0.002_0.002_dp0.0,0.9850
batch256_lr0.005_0.005_0.005_dp0.0,0.9846
batch256_lr0.002_0.002_0.002_dp0.2,0.9846
batch64_lr0.001_0.001_0.001_dp0.0,0.9845
batch128_lr0.01_0.005_0.002_dp0.0,0.9845
batch128_lr0.001_0.001_0.001_dp0.0,0.9845
batch64_lr0.01_0.01_0.01_dp0.2,0.9844
batch64_lr0.002_0.002_0.002_dp0.0,0.9844
batch256_lr0.005_0.005_0.005_dp0.2,0.9844
batch256_lr0.001_0.001_0.001_dp0.5,0.9844
batch128_lr0.01_0.01_0.01_dp0.0,0.9843
batch128_lr0.005_0.005_0.005_dp0.2,0.9843
batch128_lr0.002_0.002_0.002_dp0.2,0.9843
batch128_lr0.001_0.001_0.001_dp0.2,0.9843
batch128_lr0.001_0.001_0.001_dp0.5,0.9841
batch256_lr0.01_0.005_0.002_dp0.0,0.9840
batch128_lr0.005_0.005_0.005_dp0.0,0.9839
batch256_lr0.01_0.01_0.01_dp0.2,0.9839
batch64_lr0.01_0.01_0.01_dp0.0,0.9835
batch256_lr0.01_0.01_0.01_dp0.0,0.9815
