Config,Accuracy
batch256_lr0.01_0.002_0.001_dp0.2,0.9835
batch64_lr0.005_0.002_0.001_dp0.0,0.9825
batch128_lr0.01_0.005_0.001_dp0.0,0.9821
batch64_lr0.01_0.002_0.001_dp0.2,0.9820
batch64_lr0.01_0.005_0.002_dp0.2,0.9819
batch256_lr0.01_0.005_0.001_dp0.2,0.9819
batch64_lr0.01_0.002_0.001_dp0.5,0.9817
batch64_lr0.01_0.005_0.001_dp0.0,0.9816
batch256_lr0.01_0.005_0.002_dp0.2,0.9816
batch64_lr0.01_0.002_0.001_dp0.0,0.9815
batch128_lr0.01_0.002_0.001_dp0.2,0.9815
batch256_lr0.005_0.005_0.005_dp0.2,0.9814
batch128_lr0.005_0.002_0.001_dp0.2,0.9813
batch64_lr0.01_0.005_0.002_dp0.5,0.9811
batch64_lr0.01_0.005_0.001_dp0.5,0.9811
batch128_lr0.01_0.005_0.001_dp0.2,0.9811
batch64_lr0.01_0.005_0.002_dp0.0,0.9809
batch64_lr0.005_0.002_0.001_dp0.2,0.9809
batch64_lr0.005_0.002_0.001_dp0.5,0.9809
batch128_lr0.01_0.002_0.001_dp0.0,0.9809
batch128_lr0.01_0.005_0.002_dp0.2,0.9808
batch64_lr0.01_0.005_0.001_dp0.2,0.9807
batch128_lr0.01_0.01_0.01_dp0.2,0.9807
batch256_lr0.01_0.002_0.001_dp0.0,0.9807
batch128_lr0.01_0.005_0.001_dp0.5,0.9806
batch128_lr0.01_0.005_0.002_dp0.5,0.9804
batch256_lr0.005_0.002_0.001_dp0.2,0.9804
batch128_lr0.01_0.002_0.001_dp0.5,0.9803
batch256_lr0.01_0.005_0.001_dp0.0,0.9801
batch256_lr0.01_0.005_0.002_dp0.0,0.9800
batch256_lr0.01_0.002_0.001_dp0.5,0.9800
batch256_lr0.005_0.002_0.001_dp0.0,0.9800
batch128_lr0.01_0.005_0.002_dp0.0,0.9797
batch256_lr0.01_0.01_0.01_dp0.2,0.9797
batch128_lr0.005_0.002_0.001_dp0.5,0.9796
batch256_lr0.01_0.005_0.002_dp0.5,0.9796
batch128_lr0.005_0.002_0.001_dp0.0,0.9795
batch256_lr0.01_0.005_0.001_dp0.5,0.9793
batch256_lr0.01_0.01_0.01_dp0.5,0.9791
batch128_lr0.005_0.005_0.005_dp0.5,0.9790
batch256_lr0.002_0.002_0.002_dp0.2,0.9789
batch64_lr0.01_0.01_0.01_dp0.0,0.9788
batch128_lr0.01_0.01_0.01_dp0.0,0.9787
batch128_lr0.01_0.01_0.01_dp0.5,0.9787
batch128_lr0.002_0.002_0.002_dp0.2,0.9787
batch256_lr0.005_0.002_0.001_dp0.5,0.9787
batch256_lr0.001_0.001_0.001_dp0.0,0.9784
batch256_lr0.001_0.001_0.001_dp0.2,0.9782
batch64_lr0.005_0.005_0.005_dp0.2,0.9781
batch64_lr0.002_0.002_0.002_dp0.5,0.9781
batch128_lr0.002_0.002_0.002_dp0.5,0.9781
batch64_lr0.001_0.001_0.001_dp0.5,0.9779
batch64_lr0.005_0.005_0.005_dp0.5,0.9778
batch64_lr0.002_0.002_0.002_dp0.0,0.9778
batch128_lr0.005_0.005_0.005_dp0.2,0.9778
batch128_lr0.002_0.002_0.002_dp0.0,0.9777
batch128_lr0.001_0.001_0.001_dp0.2,0.9777
batch256_lr0.002_0.002_0.002_dp0.5,0.9777
batch64_lr0.01_0.01_0.01_dp0.5,0.9776
batch256_lr0.01_0.01_0.01_dp0.0,0.9776
batch64_lr0.002_0.002_0.002_dp0.2,0.9775
batch64_lr0.001_0.001_0.001_dp0.0,0.9772
batch256_lr0.005_0.005_0.005_dp0.0,0.9772
batch64_lr0.01_0.01_0.01_dp0.2,0.9771
batch128_lr0.001_0.001_0.001_dp0.0,0.9770
batch256_lr0.005_0.005_0.005_dp0.5,0.9767
batch128_lr0.001_0.001_0.001_dp0.5,0.9766
batch128_lr0.005_0.005_0.005_dp0.0,0.9763
batch256_lr0.002_0.002_0.002_dp0.0,0.9763
batch64_lr0.005_0.005_0.005_dp0.0,0.9761
batch256_lr0.001_0.001_0.001_dp0.5,0.9761
batch64_lr0.001_0.001_0.001_dp0.2,0.9758
