Config,Accuracy
batch64_lr0.01_0.002_0.001_dp0.2,0.9871
batch64_lr0.005_0.002_0.001_dp0.2,0.9870
batch64_lr0.01_0.005_0.001_dp0.2,0.9866
batch64_lr0.01_0.005_0.002_dp0.2,0.9863
batch64_lr0.005_0.002_0.001_dp0.0,0.9861
batch256_lr0.01_0.005_0.001_dp0.2,0.9860
batch256_lr0.005_0.002_0.001_dp0.2,0.9859
batch256_lr0.01_0.002_0.001_dp0.2,0.9858
batch256_lr0.01_0.005_0.002_dp0.2,0.9855
batch256_lr0.002_0.002_0.002_dp0.0,0.9855
batch64_lr0.001_0.001_0.001_dp0.2,0.9854
batch128_lr0.01_0.002_0.001_dp0.2,0.9854
batch128_lr0.002_0.002_0.002_dp0.2,0.9854
batch128_lr0.001_0.001_0.001_dp0.2,0.9854
batch64_lr0.01_0.005_0.002_dp0.0,0.9853
batch64_lr0.001_0.001_0.001_dp0.5,0.9853
batch256_lr0.01_0.01_0.01_dp0.0,0.9853
batch256_lr0.005_0.005_0.005_dp0.2,0.9853
batch128_lr0.01_0.01_0.01_dp0.2,0.9852
batch128_lr0.01_0.005_0.001_dp0.0,0.9852
batch128_lr0.01_0.005_0.001_dp0.2,0.9852
batch128_lr0.01_0.002_0.001_dp0.5,0.9852
batch128_lr0.005_0.002_0.001_dp0.5,0.9852
batch128_lr0.01_0.005_0.002_dp0.2,0.9851
batch256_lr0.01_0.01_0.01_dp0.2,0.9851
batch64_lr0.01_0.005_0.001_dp0.0,0.9850
batch128_lr0.01_0.005_0.001_dp0.5,0.9850
batch64_lr0.01_0.01_0.01_dp0.2,0.9849
batch128_lr0.01_0.005_0.002_dp0.0,0.9849
batch128_lr0.01_0.005_0.002_dp0.5,0.9849
batch128_lr0.01_0.002_0.001_dp0.0,0.9849
batch128_lr0.005_0.005_0.005_dp0.0,0.9849
batch128_lr0.005_0.002_0.001_dp0.2,0.9849
batch128_lr0.005_0.002_0.001_dp0.0,0.9847
batch256_lr0.01_0.002_0.001_dp0.0,0.9847
batch64_lr0.002_0.002_0.002_dp0.2,0.9846
batch256_lr0.001_0.001_0.001_dp0.5,0.9845
batch64_lr0.01_0.002_0.001_dp0.0,0.9844
batch64_lr0.005_0.005_0.005_dp0.2,0.9844
batch64_lr0.005_0.002_0.001_dp0.5,0.9844
batch256_lr0.005_0.002_0.001_dp0.0,0.9844
batch64_lr0.01_0.01_0.01_dp0.5,0.9843
batch256_lr0.01_0.005_0.001_dp0.0,0.9842
batch64_lr0.01_0.005_0.002_dp0.5,0.9841
batch64_lr0.01_0.005_0.001_dp0.5,0.9841
batch256_lr0.005_0.005_0.005_dp0.5,0.9841
batch64_lr0.01_0.002_0.001_dp0.5,0.9840
batch64_lr0.001_0.001_0.001_dp0.0,0.9840
batch128_lr0.001_0.001_0.001_dp0.5,0.9840
batch256_lr0.005_0.002_0.001_dp0.5,0.9839
batch128_lr0.005_0.005_0.005_dp0.5,0.9838
batch128_lr0.002_0.002_0.002_dp0.0,0.9837
batch256_lr0.001_0.001_0.001_dp0.2,0.9837
batch64_lr0.002_0.002_0.002_dp0.5,0.9836
batch256_lr0.01_0.005_0.002_dp0.5,0.9836
batch256_lr0.002_0.002_0.002_dp0.2,0.9836
batch256_lr0.002_0.002_0.002_dp0.5,0.9836
batch64_lr0.005_0.005_0.005_dp0.5,0.9835
batch128_lr0.01_0.01_0.01_dp0.5,0.9834
batch256_lr0.01_0.005_0.001_dp0.5,0.9834
batch256_lr0.001_0.001_0.001_dp0.0,0.9834
batch256_lr0.01_0.002_0.001_dp0.5,0.9833
batch128_lr0.005_0.005_0.005_dp0.2,0.9832
batch64_lr0.002_0.002_0.002_dp0.0,0.9831
batch128_lr0.001_0.001_0.001_dp0.0,0.9831
batch256_lr0.01_0.01_0.01_dp0.5,0.9830
batch256_lr0.01_0.005_0.002_dp0.0,0.9829
batch64_lr0.005_0.005_0.005_dp0.0,0.9827
batch128_lr0.01_0.01_0.01_dp0.0,0.9825
batch128_lr0.002_0.002_0.002_dp0.5,0.9825
batch64_lr0.01_0.01_0.01_dp0.0,0.9814
batch256_lr0.005_0.005_0.005_dp0.0,0.9801
