Config,Accuracy
batch64_lr0.01_0.002_0.001_dp0.0,0.9831
batch64_lr0.005_0.002_0.001_dp0.0,0.9829
batch64_lr0.005_0.005_0.005_dp0.2,0.9828
batch64_lr0.01_0.002_0.001_dp0.2,0.9826
batch128_lr0.01_0.005_0.002_dp0.2,0.9822
batch64_lr0.01_0.005_0.001_dp0.0,0.9820
batch64_lr0.01_0.005_0.001_dp0.2,0.9820
batch128_lr0.01_0.005_0.001_dp0.2,0.9819
batch64_lr0.01_0.005_0.001_dp0.5,0.9815
batch64_lr0.005_0.002_0.001_dp0.2,0.9814
batch256_lr0.01_0.005_0.001_dp0.2,0.9814
batch64_lr0.01_0.002_0.001_dp0.5,0.9813
batch64_lr0.01_0.005_0.002_dp0.2,0.9812
batch64_lr0.01_0.005_0.002_dp0.0,0.9811
batch128_lr0.01_0.002_0.001_dp0.2,0.9811
batch256_lr0.01_0.002_0.001_dp0.0,0.9807
batch64_lr0.01_0.005_0.002_dp0.5,0.9805
batch128_lr0.005_0.002_0.001_dp0.2,0.9805
batch128_lr0.01_0.002_0.001_dp0.5,0.9804
batch128_lr0.01_0.005_0.002_dp0.0,0.9802
batch256_lr0.01_0.002_0.001_dp0.2,0.9802
batch128_lr0.01_0.005_0.001_dp0.5,0.9801
batch128_lr0.01_0.002_0.001_dp0.0,0.9800
batch256_lr0.01_0.01_0.01_dp0.2,0.9800
batch256_lr0.005_0.002_0.001_dp0.2,0.9799
batch128_lr0.01_0.005_0.001_dp0.0,0.9798
batch128_lr0.005_0.002_0.001_dp0.5,0.9798
batch256_lr0.01_0.005_0.002_dp0.0,0.9798
batch256_lr0.01_0.005_0.002_dp0.2,0.9796
batch128_lr0.01_0.01_0.01_dp0.5,0.9795
batch128_lr0.01_0.005_0.002_dp0.5,0.9794
batch64_lr0.01_0.01_0.01_dp0.2,0.9793
batch128_lr0.005_0.002_0.001_dp0.0,0.9793
batch256_lr0.005_0.005_0.005_dp0.0,0.9793
batch64_lr0.005_0.005_0.005_dp0.5,0.9792
batch256_lr0.01_0.005_0.001_dp0.0,0.9791
batch256_lr0.001_0.001_0.001_dp0.0,0.9791
batch64_lr0.001_0.001_0.001_dp0.0,0.9790
batch256_lr0.01_0.005_0.001_dp0.5,0.9789
batch256_lr0.01_0.01_0.01_dp0.0,0.9788
batch64_lr0.002_0.002_0.002_dp0.0,0.9787
batch256_lr0.01_0.005_0.002_dp0.5,0.9787
batch64_lr0.002_0.002_0.002_dp0.2,0.9786
batch128_lr0.005_0.005_0.005_dp0.5,0.9785
batch64_lr0.01_0.01_0.01_dp0.5,0.9784
batch128_lr0.01_0.01_0.01_dp0.2,0.9784
batch64_lr0.001_0.001_0.001_dp0.2,0.9783
batch128_lr0.005_0.005_0.005_dp0.2,0.9783
batch128_lr0.001_0.001_0.001_dp0.0,0.9783
batch64_lr0.005_0.002_0.001_dp0.5,0.9782
batch256_lr0.01_0.01_0.01_dp0.5,0.9781
batch64_lr0.005_0.005_0.005_dp0.0,0.9780
batch256_lr0.01_0.002_0.001_dp0.5,0.9779
batch256_lr0.005_0.002_0.001_dp0.0,0.9779
batch64_lr0.01_0.01_0.01_dp0.0,0.9777
batch128_lr0.005_0.005_0.005_dp0.0,0.9774
batch64_lr0.002_0.002_0.002_dp0.5,0.9773
batch128_lr0.002_0.002_0.002_dp0.2,0.9771
batch256_lr0.002_0.002_0.002_dp0.0,0.9768
batch128_lr0.001_0.001_0.001_dp0.2,0.9767
batch256_lr0.002_0.002_0.002_dp0.2,0.9767
batch128_lr0.002_0.002_0.002_dp0.0,0.9764
batch256_lr0.005_0.005_0.005_dp0.5,0.9764
batch256_lr0.001_0.001_0.001_dp0.2,0.9762
batch128_lr0.002_0.002_0.002_dp0.5,0.9761
batch256_lr0.005_0.005_0.005_dp0.2,0.9761
batch256_lr0.005_0.002_0.001_dp0.5,0.9757
batch256_lr0.002_0.002_0.002_dp0.5,0.9757
batch64_lr0.001_0.001_0.001_dp0.5,0.9756
batch256_lr0.001_0.001_0.001_dp0.5,0.9735
batch128_lr0.001_0.001_0.001_dp0.5,0.9728
batch128_lr0.01_0.01_0.01_dp0.0,0.9697
