Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
200,128,0.0200,0.000100,0.0500,0.6327
200,128,0.0200,0.000100,0.0500,0.6327
200,128,0.0100,0.000100,0.0000,0.5756
200,128,0.0100,0.000100,0.0000,0.5756
200,128,0.0100,0.000010,0.0500,0.5453
200,128,0.0100,0.000010,0.0500,0.5453
200,128,0.0100,0.000100,0.0500,0.5357
200,128,0.0100,0.000100,0.0500,0.5357
200,128,0.0050,0.000010,0.0000,0.5055
200,128,0.0050,0.000100,0.0000,0.4858
200,128,0.0050,0.000100,0.0000,0.4858
200,128,0.0100,0.000010,0.1000,0.4771
200,128,0.0100,0.000010,0.1000,0.4771
200,128,0.0100,0.000010,0.0000,0.4274
200,128,0.0100,0.000010,0.0000,0.4274
200,128,0.0100,0.000100,0.1000,0.4271
200,128,0.0100,0.000100,0.1000,0.4271
200,128,0.0050,0.000010,0.0500,0.4160
200,128,0.0050,0.000100,0.0500,0.4071
200,128,0.0050,0.000100,0.1000,0.3396
200,128,0.0050,0.000010,0.1000,0.3162
200,128,0.0200,0.000100,0.0000,0.1654
200,128,0.0200,0.000100,0.0000,0.1654
200,128,0.0200,0.000010,0.0000,0.1536
200,128,0.0200,0.000010,0.0000,0.1536
200,128,0.0500,0.000010,0.1000,0.1516
200,128,0.0500,0.000010,0.1000,0.1516
200,128,0.0200,0.000010,0.1000,0.1066
200,128,0.0200,0.000010,0.1000,0.1066
200,128,0.0500,0.000100,0.0500,0.1004
200,128,0.0500,0.000100,0.0500,0.1004
200,128,0.0500,0.000010,0.0000,0.1002
200,128,0.0500,0.000010,0.0000,0.1002
200,128,0.1000,0.000100,0.0000,0.1000
200,128,0.1000,0.000100,0.0000,0.1000
200,128,0.1000,0.000100,0.0500,0.1000
200,128,0.1000,0.000100,0.0500,0.1000
200,128,0.1000,0.000100,0.1000,0.1000
200,128,0.1000,0.000100,0.1000,0.1000
200,128,0.1000,0.000010,0.0000,0.1000
200,128,0.1000,0.000010,0.0000,0.1000
200,128,0.1000,0.000010,0.0500,0.1000
200,128,0.1000,0.000010,0.0500,0.1000
200,128,0.1000,0.000010,0.1000,0.1000
200,128,0.1000,0.000010,0.1000,0.1000
200,128,0.0500,0.000100,0.0000,0.1000
200,128,0.0500,0.000100,0.0000,0.1000
200,128,0.0500,0.000100,0.1000,0.1000
200,128,0.0500,0.000100,0.1000,0.1000
200,128,0.0200,0.000100,0.1000,0.1000
200,128,0.0200,0.000100,0.1000,0.1000
200,128,0.0200,0.000010,0.0500,0.0926
200,128,0.0200,0.000010,0.0500,0.0926
200,128,0.0500,0.000010,0.0500,0.0916
200,128,0.0500,0.000010,0.0500,0.0916
