Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
200,128,0.1000,0.000100,0.0500,0.9261
200,128,0.0500,0.000100,0.1000,0.9248
200,128,0.1000,0.000100,0.1000,0.9243
200,128,0.0500,0.000100,0.0500,0.9205
200,128,0.0200,0.000100,0.0500,0.9200
200,128,0.0200,0.000100,0.0000,0.9191
200,128,0.0200,0.000100,0.1000,0.9186
200,128,0.0100,0.000100,0.0500,0.9115
200,128,0.0100,0.000100,0.1000,0.9112
200,128,0.0100,0.000100,0.0000,0.9105
200,128,0.1000,0.000100,0.0000,0.8312
200,128,0.0500,0.000100,0.0000,0.5595
