Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
200,128,0.1000,0.000100,0.0000,0.9360
200,128,0.0500,0.000100,0.0000,0.9341
200,128,0.0500,0.000100,0.0500,0.9321
200,128,0.1000,0.000100,0.0500,0.9317
200,128,0.1000,0.000100,0.1000,0.9315
200,128,0.0500,0.000100,0.1000,0.9291
200,128,0.0200,0.000100,0.0000,0.9289
200,128,0.0200,0.000100,0.0500,0.9283
200,128,0.0200,0.000100,0.1000,0.9275
200,128,0.0100,0.000100,0.0500,0.9222
200,128,0.0100,0.000100,0.1000,0.9210
200,128,0.0100,0.000100,0.0000,0.9180
