Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000001,0.0500,0.9052
100,64,0.0005,0.000010,0.1000,0.9036
100,64,0.0005,0.000001,0.1000,0.9035
100,64,0.0005,0.000001,0.0000,0.9030
100,64,0.0010,0.000010,0.1000,0.9028
100,64,0.0005,0.000010,0.0000,0.9020
100,64,0.0010,0.000010,0.0000,0.9017
100,64,0.0005,0.000001,0.0500,0.9017
100,64,0.0010,0.000010,0.0500,0.9009
100,64,0.0005,0.000010,0.0500,0.9008
100,64,0.0010,0.000001,0.0000,0.9005
100,64,0.0010,0.000001,0.1000,0.9004
