Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000010,0.1000,0.9056
100,64,0.0010,0.000001,0.0500,0.9049
100,64,0.0005,0.000010,0.1000,0.9046
100,64,0.0010,0.000001,0.1000,0.9044
100,64,0.0005,0.000001,0.0500,0.9042
100,64,0.0005,0.000010,0.0000,0.9040
100,64,0.0010,0.000010,0.0500,0.9034
100,64,0.0005,0.000001,0.0000,0.9031
100,64,0.0005,0.000010,0.0500,0.9025
100,64,0.0010,0.000001,0.0000,0.9024
100,64,0.0005,0.000001,0.1000,0.9024
100,64,0.0010,0.000010,0.0000,0.9020
