Config,Accuracy
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.7130
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.7105
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.7089
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7067
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7067
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7046
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.7043
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7027
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.7018
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.7015
batch256_lr_max_0.001_min_1e-06_dp0.05,0.7013
batch256_lr_max_0.001_min_1e-05_dp0.0,0.7012
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6996
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6986
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6978
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6974
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6973
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6928
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6925
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6895
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6840
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6834
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6821
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6762
