Config,Accuracy
batch256_lr_max_0.0002_min_1e-06_dp0.01,0.1089
batch256_lr_max_0.001_min_1e-05_dp0.1,0.1088
batch128_lr_max_0.0001_min_1e-06_dp0.05,0.1083
batch256_lr_max_0.0002_min_1e-06_dp0.0,0.1079
batch256_lr_max_0.0001_min_1e-06_dp0.05,0.1071
batch256_lr_max_0.0001_min_1e-05_dp0.05,0.1063
batch256_lr_max_0.0001_min_1e-05_dp0.01,0.1061
batch512_lr_max_0.001_min_1e-06_dp0.05,0.1057
batch128_lr_max_0.0001_min_1e-06_dp0.1,0.1048
batch256_lr_max_0.0001_min_1e-06_dp0.0,0.1044
batch128_lr_max_0.0001_min_1e-05_dp0.1,0.1042
batch256_lr_max_0.0001_min_1e-06_dp0.01,0.1032
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.1029
batch256_lr_max_0.0002_min_1e-06_dp0.1,0.1028
batch512_lr_max_0.0005_min_1e-06_dp0.1,0.1028
batch512_lr_max_0.0005_min_1e-05_dp0.01,0.1008
batch256_lr_max_0.0005_min_1e-06_dp0.01,0.1007
batch512_lr_max_0.0005_min_1e-06_dp0.01,0.1007
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.1005
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.1003
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.1001
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.1001
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.1001
batch512_lr_max_0.0001_min_1e-05_dp0.1,0.1001
batch256_lr_max_0.0001_min_1e-05_dp0.1,0.1000
batch256_lr_max_0.0001_min_1e-06_dp0.1,0.1000
batch512_lr_max_0.0002_min_1e-06_dp0.05,0.1000
batch512_lr_max_0.0001_min_1e-05_dp0.05,0.1000
batch512_lr_max_0.0001_min_1e-06_dp0.1,0.1000
batch512_lr_max_0.001_min_1e-06_dp0.1,0.0999
batch256_lr_max_0.0002_min_1e-06_dp0.05,0.0998
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.0997
batch512_lr_max_0.0001_min_1e-06_dp0.0,0.0997
batch512_lr_max_0.0002_min_1e-06_dp0.1,0.0995
batch512_lr_max_0.0002_min_1e-06_dp0.01,0.0994
batch512_lr_max_0.0001_min_1e-06_dp0.05,0.0994
batch512_lr_max_0.0005_min_1e-06_dp0.0,0.0992
batch512_lr_max_0.0002_min_1e-05_dp0.01,0.0992
batch512_lr_max_0.0001_min_1e-05_dp0.01,0.0992
batch512_lr_max_0.0005_min_1e-06_dp0.05,0.0990
batch512_lr_max_0.0002_min_1e-06_dp0.0,0.0989
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.0987
batch512_lr_max_0.0001_min_1e-05_dp0.0,0.0984
batch512_lr_max_0.0001_min_1e-06_dp0.01,0.0984
