Config,Accuracy
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7016
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7012
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6982
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6961
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6957
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6928
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6927
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6927
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6920
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6919
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6908
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6841
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6837
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6786
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6777
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6776
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6770
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6722
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6717
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6716
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6608
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6490
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6246
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.1056
