Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.05,0.7312
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7312
batch256_lr_max_0.001_min_1e-06_dp0.0,0.7309
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7307
batch256_lr_max_0.001_min_1e-05_dp0.0,0.7304
batch256_lr_max_0.001_min_1e-05_dp0.05,0.7301
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7297
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7295
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.7283
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.7281
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.7280
batch256_lr_max_0.001_min_1e-06_dp0.1,0.7261
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7258
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.7254
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.7251
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.7246
batch256_lr_max_0.001_min_1e-05_dp0.1,0.7238
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.7228
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.7222
batch256_lr_max_0.001_min_1e-06_dp0.05,0.7222
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.7214
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.7213
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.7204
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.7154
