Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6392
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6388
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6375
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6322
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6308
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6021
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5852
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5826
batch256_lr_max_0.001_min_1e-06_dp0.0,0.5736
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.5670
batch256_lr_max_0.001_min_1e-06_dp0.05,0.5451
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5349
batch256_lr_max_0.001_min_1e-06_dp0.1,0.5329
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5243
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.5218
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.4353
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.1657
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.1336
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.1268
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.1179
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.1131
batch256_lr_max_0.001_min_1e-05_dp0.05,0.1123
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.1115
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.1103
