Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7066
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7060
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7055
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6992
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6933
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6912
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6899
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6890
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6875
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6859
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6837
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6829
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6817
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6790
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6746
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6661
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6650
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6629
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6571
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6536
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6510
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6349
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.4956
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.0994
