Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7445
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.7440
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7439
batch256_lr_max_0.001_min_1e-05_dp0.05,0.7432
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7419
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.7419
batch128_lr_max_0.001_min_1e-05_dp0.05,0.7413
batch256_lr_max_0.001_min_1e-06_dp0.0,0.7410
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.7405
batch256_lr_max_0.001_min_1e-05_dp0.0,0.7403
batch256_lr_max_0.001_min_1e-06_dp0.05,0.7398
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.7381
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7379
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7378
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.7377
batch256_lr_max_0.001_min_1e-06_dp0.1,0.7372
batch256_lr_max_0.001_min_1e-05_dp0.1,0.7370
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.7363
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.7340
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.7338
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.7336
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.7333
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.7332
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.7302
