Config,Accuracy
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.7052
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7015
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7005
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7003
batch256_lr_max_0.001_min_1e-06_dp0.1,0.7001
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6995
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6994
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6985
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6961
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6958
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6951
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6948
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6941
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6852
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6829
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6799
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6792
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6778
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6733
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6714
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6709
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6640
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6346
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6030
