Config,Accuracy
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6949
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6945
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6934
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6930
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6926
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6912
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6902
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6895
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6882
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6880
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6877
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6876
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6867
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6867
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6842
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6840
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6834
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6829
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6819
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6816
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6809
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6769
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6763
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6741
