Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7002
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6958
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6942
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6921
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6895
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6892
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6889
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6882
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6873
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6869
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6869
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6863
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6836
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6829
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6815
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6806
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6795
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6788
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6779
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6765
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6762
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6742
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6618
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6491
