Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6999
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6987
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6985
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6980
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6964
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6944
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6937
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6918
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6912
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6908
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6887
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6872
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6872
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6826
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6722
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6695
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6662
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6614
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6605
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6530
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6478
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6256
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.1433
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.1023
