Config,Accuracy
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6143
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6087
batch128_lr_max_0.001_min_1e-05_dp0.0,0.5956
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.5922
batch256_lr_max_0.001_min_1e-05_dp0.05,0.5822
batch256_lr_max_0.001_min_1e-06_dp0.0,0.5782
batch256_lr_max_0.001_min_1e-06_dp0.05,0.5653
batch256_lr_max_0.001_min_1e-05_dp0.0,0.5564
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.5547
batch256_lr_max_0.001_min_1e-05_dp0.1,0.5339
batch256_lr_max_0.001_min_1e-06_dp0.1,0.5147
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.5075
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.5031
batch128_lr_max_0.001_min_1e-05_dp0.1,0.5023
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.4618
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.4401
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.4184
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.4158
batch128_lr_max_0.001_min_1e-05_dp0.05,0.3518
batch128_lr_max_0.001_min_1e-06_dp0.1,0.2979
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.2372
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.1252
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.1139
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.1000
