Config,Accuracy
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7265
batch256_lr_max_0.001_min_1e-06_dp0.1,0.7253
batch128_lr_max_0.001_min_1e-05_dp0.05,0.7242
batch256_lr_max_0.001_min_1e-05_dp0.1,0.7234
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7231
batch256_lr_max_0.001_min_1e-06_dp0.05,0.7231
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7229
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.7229
batch256_lr_max_0.001_min_1e-06_dp0.0,0.7224
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7223
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.7222
batch256_lr_max_0.001_min_1e-05_dp0.0,0.7221
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.7220
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7215
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.7215
batch256_lr_max_0.001_min_1e-05_dp0.05,0.7212
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.7188
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.7174
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.7170
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.7170
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.7141
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.7124
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.7115
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.7108
