Config,Accuracy
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6960
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6954
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6922
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6922
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6868
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6860
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6850
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6847
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6838
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6838
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6818
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6792
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6791
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6788
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6776
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6775
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6772
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6749
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6736
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6715
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6702
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6613
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6512
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6215
