Config,Accuracy
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.7238
batch256_lr_max_0.001_min_1e-05_dp0.05,0.7235
batch512_lr_max_0.0005_min_1e-05_dp0.05,0.7230
batch512_lr_max_0.001_min_1e-05_dp0.0,0.7227
batch128_lr_max_0.0002_min_1e-06_dp0.1,0.7222
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.7220
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.7217
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.7215
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.7214
batch512_lr_max_0.0005_min_1e-06_dp0.1,0.7211
batch128_lr_max_0.0002_min_1e-06_dp0.01,0.7206
batch256_lr_max_0.0002_min_1e-06_dp0.05,0.7204
batch128_lr_max_0.0002_min_1e-05_dp0.05,0.7201
batch256_lr_max_0.0002_min_1e-06_dp0.01,0.7201
batch512_lr_max_0.0005_min_1e-05_dp0.1,0.7201
batch512_lr_max_0.001_min_1e-05_dp0.1,0.7200
batch256_lr_max_0.0002_min_1e-05_dp0.01,0.7196
batch128_lr_max_0.0002_min_1e-06_dp0.05,0.7193
batch512_lr_max_0.0005_min_1e-05_dp0.01,0.7189
batch512_lr_max_0.0005_min_1e-06_dp0.05,0.7180
batch256_lr_max_0.0002_min_1e-06_dp0.0,0.7166
batch256_lr_max_0.0002_min_1e-05_dp0.1,0.7165
batch128_lr_max_0.0001_min_1e-05_dp0.1,0.7156
batch128_lr_max_0.0002_min_1e-05_dp0.01,0.7155
batch256_lr_max_0.0002_min_1e-05_dp0.05,0.7149
batch128_lr_max_0.0001_min_1e-06_dp0.05,0.7145
batch128_lr_max_0.0002_min_1e-05_dp0.1,0.7128
batch128_lr_max_0.0001_min_1e-06_dp0.1,0.7118
batch128_lr_max_0.0001_min_1e-05_dp0.01,0.7114
batch256_lr_max_0.0002_min_1e-05_dp0.0,0.7114
batch256_lr_max_0.0002_min_1e-06_dp0.1,0.7108
batch128_lr_max_0.0001_min_1e-06_dp0.01,0.7106
batch128_lr_max_0.0001_min_1e-06_dp0.0,0.7101
batch512_lr_max_0.0002_min_1e-06_dp0.01,0.7101
batch512_lr_max_0.0002_min_1e-06_dp0.1,0.7092
batch512_lr_max_0.0002_min_1e-05_dp0.0,0.7075
batch512_lr_max_0.0002_min_1e-06_dp0.05,0.7072
batch128_lr_max_0.0001_min_1e-05_dp0.0,0.7071
batch256_lr_max_0.0001_min_1e-06_dp0.05,0.7071
batch256_lr_max_0.0001_min_1e-05_dp0.1,0.7063
batch512_lr_max_0.0002_min_1e-05_dp0.01,0.7059
batch256_lr_max_0.0001_min_1e-06_dp0.1,0.7055
batch512_lr_max_0.0002_min_1e-05_dp0.05,0.7052
batch512_lr_max_0.0002_min_1e-05_dp0.1,0.7047
batch256_lr_max_0.0001_min_1e-06_dp0.01,0.7045
batch512_lr_max_0.0002_min_1e-06_dp0.0,0.7031
batch128_lr_max_0.0001_min_1e-05_dp0.05,0.7017
batch256_lr_max_0.0001_min_1e-06_dp0.0,0.7015
batch512_lr_max_0.0001_min_1e-06_dp0.05,0.7002
batch512_lr_max_0.0001_min_1e-05_dp0.1,0.6993
batch256_lr_max_0.0001_min_1e-05_dp0.01,0.6990
batch256_lr_max_0.0001_min_1e-05_dp0.0,0.6986
batch256_lr_max_0.0001_min_1e-05_dp0.05,0.6979
batch512_lr_max_0.0001_min_1e-06_dp0.1,0.6961
batch512_lr_max_0.0001_min_1e-05_dp0.05,0.6956
batch512_lr_max_0.0001_min_1e-06_dp0.01,0.6903
batch512_lr_max_0.0001_min_1e-06_dp0.0,0.6868
batch512_lr_max_0.0001_min_1e-05_dp0.01,0.6850
batch512_lr_max_0.0001_min_1e-05_dp0.0,0.6775
