Config,Accuracy
batch256_lr_max_0.001_min_1e-06_dp0.0,0.7368
batch512_lr_max_0.0005_min_1e-06_dp0.0,0.7312
batch128_lr_max_0.001_min_1e-05_dp0.0,0.7307
batch128_lr_max_0.0005_min_1e-05_dp0.01,0.7307
batch128_lr_max_0.0005_min_1e-06_dp0.01,0.7305
batch256_lr_max_0.001_min_1e-06_dp0.05,0.7305
batch128_lr_max_0.001_min_1e-05_dp0.01,0.7299
batch256_lr_max_0.0005_min_1e-06_dp0.01,0.7299
batch256_lr_max_0.001_min_1e-05_dp0.01,0.7297
batch256_lr_max_0.0005_min_1e-05_dp0.01,0.7297
batch128_lr_max_0.001_min_1e-05_dp0.1,0.7293
batch128_lr_max_0.001_min_1e-05_dp0.05,0.7291
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.7289
batch256_lr_max_0.001_min_1e-05_dp0.0,0.7287
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.7287
batch128_lr_max_0.001_min_1e-06_dp0.05,0.7277
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7274
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.7273
batch512_lr_max_0.001_min_1e-06_dp0.1,0.7273
batch256_lr_max_0.001_min_1e-06_dp0.01,0.7268
batch256_lr_max_0.001_min_1e-06_dp0.1,0.7267
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.7265
batch128_lr_max_0.001_min_1e-06_dp0.0,0.7264
batch512_lr_max_0.001_min_1e-06_dp0.0,0.7263
batch512_lr_max_0.001_min_1e-06_dp0.05,0.7263
batch512_lr_max_0.001_min_1e-05_dp0.01,0.7259
batch512_lr_max_0.001_min_1e-06_dp0.01,0.7258
batch256_lr_max_0.001_min_1e-05_dp0.1,0.7252
batch128_lr_max_0.001_min_1e-06_dp0.01,0.7250
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.7248
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.7244
batch512_lr_max_0.0005_min_1e-05_dp0.0,0.7244
batch128_lr_max_0.0002_min_1e-05_dp0.0,0.7241
batch128_lr_max_0.0002_min_1e-06_dp0.0,0.7241
batch512_lr_max_0.001_min_1e-05_dp0.05,0.7240
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.7239
batch512_lr_max_0.0005_min_1e-06_dp0.01,0.7239
