Config,Accuracy
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6905
batch128_lr_max_0.001_min_1e-05_dp0.05,0.6840
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6838
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6798
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6794
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6791
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6772
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6771
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6760
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6759
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6745
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6743
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6742
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.6730
batch128_lr_max_0.001_min_1e-06_dp0.1,0.6718
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6717
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6716
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6703
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6693
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6681
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6643
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6627
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.6575
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6543
