Config,Accuracy
batch128_lr_max_0.001_min_1e-06_dp0.1,0.7031
batch128_lr_max_0.001_min_1e-05_dp0.05,0.7021
batch128_lr_max_0.001_min_1e-05_dp0.1,0.6973
batch128_lr_max_0.001_min_1e-06_dp0.05,0.6973
batch256_lr_max_0.001_min_1e-06_dp0.05,0.6922
batch256_lr_max_0.001_min_1e-06_dp0.1,0.6897
batch128_lr_max_0.001_min_1e-05_dp0.0,0.6890
batch128_lr_max_0.0005_min_1e-06_dp0.1,0.6890
batch128_lr_max_0.0005_min_1e-06_dp0.05,0.6889
batch256_lr_max_0.001_min_1e-05_dp0.05,0.6881
batch128_lr_max_0.0005_min_1e-05_dp0.05,0.6858
batch256_lr_max_0.001_min_1e-05_dp0.1,0.6842
batch128_lr_max_0.001_min_1e-06_dp0.0,0.6819
batch128_lr_max_0.0005_min_1e-05_dp0.1,0.6813
batch256_lr_max_0.001_min_1e-06_dp0.0,0.6729
batch256_lr_max_0.0005_min_1e-06_dp0.05,0.6702
batch256_lr_max_0.001_min_1e-05_dp0.0,0.6694
batch256_lr_max_0.0005_min_1e-05_dp0.05,0.6663
batch128_lr_max_0.0005_min_1e-06_dp0.0,0.6632
batch128_lr_max_0.0005_min_1e-05_dp0.0,0.6608
batch256_lr_max_0.0005_min_1e-06_dp0.0,0.6566
batch256_lr_max_0.0005_min_1e-05_dp0.0,0.6548
batch256_lr_max_0.0005_min_1e-05_dp0.1,0.5216
batch256_lr_max_0.0005_min_1e-06_dp0.1,0.1057
