Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.1000,0.8782
100,128,0.0010,0.000001,0.0500,0.8778
100,128,0.0010,0.000010,0.0500,0.8736
100,128,0.0010,0.000010,0.1000,0.8705
100,128,0.0005,0.000010,0.1000,0.8684
100,128,0.0005,0.000010,0.0500,0.8637
100,128,0.0005,0.000001,0.1000,0.8625
100,128,0.0010,0.000001,0.0000,0.8550
100,128,0.0010,0.000010,0.0000,0.8514
100,128,0.0005,0.000010,0.0000,0.8487
100,128,0.0005,0.000001,0.0000,0.8480
100,128,0.0005,0.000001,0.0500,0.1959
