Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.1000,0.9405
100,128,0.0010,0.000010,0.1000,0.9383
100,128,0.0005,0.000001,0.1000,0.9381
100,128,0.0010,0.000001,0.0500,0.9380
100,128,0.0005,0.000010,0.1000,0.9371
100,128,0.0010,0.000010,0.0500,0.9347
100,128,0.0005,0.000001,0.0500,0.9322
100,128,0.0005,0.000010,0.0500,0.9309
100,128,0.0010,0.000010,0.0000,0.9253
100,128,0.0010,0.000001,0.0000,0.9238
100,128,0.0005,0.000001,0.0000,0.9133
100,128,0.0005,0.000010,0.0000,0.9111
