Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.0500,0.7148
100,128,0.0005,0.000001,0.0500,0.7063
100,128,0.0010,0.000001,0.0000,0.7039
100,128,0.0010,0.000010,0.0000,0.7003
100,128,0.0005,0.000001,0.0000,0.6993
100,128,0.0010,0.000001,0.1000,0.6981
100,128,0.0005,0.000010,0.0000,0.6971
100,128,0.0005,0.000010,0.1000,0.6941
100,128,0.0005,0.000001,0.1000,0.6757
100,128,0.0005,0.000010,0.0500,0.6537
100,128,0.0010,0.000010,0.0500,0.2323
100,128,0.0010,0.000010,0.1000,0.1960
