Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000010,0.1000,0.9507
100,128,0.0005,0.000001,0.1000,0.9507
100,128,0.0010,0.000010,0.1000,0.9504
100,128,0.0010,0.000001,0.1000,0.9497
100,128,0.0010,0.000001,0.0000,0.9493
100,128,0.0010,0.000001,0.0500,0.9492
100,128,0.0005,0.000001,0.0500,0.9485
100,128,0.0010,0.000010,0.0500,0.9484
100,128,0.0010,0.000010,0.0000,0.9478
100,128,0.0005,0.000010,0.0500,0.9478
100,128,0.0005,0.000010,0.0000,0.9476
100,128,0.0005,0.000001,0.0000,0.9458
