Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000001,0.1000,0.9435
100,128,0.0010,0.000010,0.1000,0.9418
100,128,0.0010,0.000001,0.1000,0.9417
100,128,0.0005,0.000010,0.1000,0.9397
100,128,0.0010,0.000010,0.0500,0.9372
100,128,0.0005,0.000001,0.0500,0.9368
100,128,0.0005,0.000010,0.0500,0.9365
100,128,0.0010,0.000001,0.0500,0.9364
100,128,0.0010,0.000001,0.0000,0.9257
100,128,0.0010,0.000010,0.0000,0.9256
100,128,0.0005,0.000010,0.0000,0.9171
100,128,0.0005,0.000001,0.0000,0.9161
