Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0005,0.000010,0.1000,0.9478
100,128,0.0010,0.000010,0.1000,0.9476
100,128,0.0010,0.000001,0.0500,0.9476
100,128,0.0005,0.000001,0.0500,0.9463
100,128,0.0005,0.000001,0.1000,0.9463
100,128,0.0010,0.000001,0.1000,0.9460
100,128,0.0005,0.000010,0.0500,0.9457
100,128,0.0010,0.000010,0.0500,0.9456
100,128,0.0010,0.000010,0.0000,0.9427
100,128,0.0005,0.000010,0.0000,0.9425
100,128,0.0010,0.000001,0.0000,0.9424
100,128,0.0005,0.000001,0.0000,0.9415
