Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000001,0.1000,0.8929
100,128,0.0005,0.000001,0.1000,0.8908
100,128,0.0010,0.000010,0.1000,0.8901
100,128,0.0010,0.000010,0.0500,0.8893
100,128,0.0005,0.000010,0.1000,0.8887
100,128,0.0005,0.000010,0.0500,0.8874
100,128,0.0010,0.000001,0.0500,0.8865
100,128,0.0005,0.000001,0.0500,0.8854
100,128,0.0010,0.000010,0.0000,0.8851
100,128,0.0005,0.000010,0.0000,0.8820
100,128,0.0005,0.000001,0.0000,0.8816
100,128,0.0010,0.000001,0.0000,0.8813
