Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,128,0.0010,0.000010,0.1000,0.9473
100,128,0.0005,0.000010,0.1000,0.9465
100,128,0.0005,0.000001,0.1000,0.9458
100,128,0.0010,0.000001,0.1000,0.9456
100,128,0.0010,0.000010,0.0500,0.9455
100,128,0.0010,0.000001,0.0500,0.9446
100,128,0.0005,0.000001,0.0500,0.9445
100,128,0.0005,0.000010,0.0500,0.9438
100,128,0.0010,0.000010,0.0000,0.9438
100,128,0.0005,0.000010,0.0000,0.9416
100,128,0.0010,0.000001,0.0000,0.9413
100,128,0.0005,0.000001,0.0000,0.9395
