Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
150,128,0.0005,0.000001,0.1000,0.7178
150,128,0.0005,0.000010,0.0500,0.7054
150,128,0.0010,0.000001,0.0000,0.7048
150,128,0.0010,0.000010,0.0000,0.6901
150,128,0.0005,0.000010,0.0000,0.6818
150,128,0.0005,0.000001,0.0000,0.6404
150,128,0.0001,0.000010,0.0000,0.5837
150,128,0.0001,0.000001,0.0000,0.5509
150,128,0.0001,0.000010,0.0500,0.5404
150,128,0.0001,0.000001,0.0500,0.4512
150,128,0.0001,0.000001,0.1000,0.3443
150,128,0.0010,0.000010,0.0500,0.2976
150,128,0.0001,0.000010,0.1000,0.2707
150,128,0.0010,0.000001,0.0500,0.1960
150,128,0.0010,0.000010,0.1000,0.1959
150,128,0.0010,0.000001,0.1000,0.1959
150,128,0.0005,0.000010,0.1000,0.1959
150,128,0.0005,0.000001,0.0500,0.1958
